clinician_id,signup_date,specialty,state,ehr_system,practice_size,org_type,annual_patient_volume,converted_to_enterprise,conversion_date
CLN_23744,2024-06-06,Dermatology,WI,Allscripts,Medium (11-50),Telehealth-Native,7681,0,
CLN_23745,2024-06-29,Psychiatry,OK,Epic,Small (2-10),FQHC,1976,0,
CLN_23746,2025-05-10,Urology,AZ,Allscripts,Solo,Hospital System,428,0,
CLN_23747,2024-06-08,Orthopedics,CA,Epic,Small (2-10),Multi-Specialty Group,814,0,
CLN_23748,2023-12-27,Cardiology,CT,Cerner,Large (51-200),Multi-Specialty Group,13925,0,
CLN_23749,2025-06-23,Primary Care,NY,Allscripts,Small (2-10),FQHC,1136,0,
CLN_23750,2026-02-03,Orthopedics,TN,Athenahealth,Small (2-10),Multi-Specialty Group,1017,0,
CLN_23751,2024-01-29,Cardiology,UT,Epic,Small (2-10),Multi-Specialty Group,703,0,
CLN_23752,2026-04-23,Pediatrics,MD,None,Large (51-200),FQHC,75740,0,
CLN_23753,2024-05-25,Dermatology,CT,Epic,Solo,Hospital System,377,0,
CLN_23754,2025-06-14,Internal Medicine,CA,Epic,Small (2-10),Academic Medical Center,2272,0,
CLN_23755,2025-03-04,Pediatrics,WI,Athenahealth,Small (2-10),Hospital System,1452,0,
CLN_23756,2025-04-09,Dermatology,OR,Allscripts,Small (2-10),Hospital System,1273,0,
CLN_23757,2024-10-14,Internal Medicine,MD,Allscripts,Solo,Academic Medical Center,198,0,
CLN_23758,2025-05-09,Primary Care,AZ,Other,Large (51-200),Academic Medical Center,16009,0,
CLN_23759,2026-02-09,Pediatrics,PA,DrChrono,Small (2-10),Hospital System,758,0,
CLN_23760,2024-12-29,Endocrinology,NC,DrChrono,Small (2-10),Multi-Specialty Group,509,0,
CLN_23761,2024-08-18,Psychiatry,UT,Cerner,Medium (11-50),Multi-Specialty Group,4781,0,
CLN_23762,2025-10-23,Gynecology,NJ,Other,Solo,Multi-Specialty Group,160,0,
CLN_23763,2024-06-13,Dermatology,FL,Allscripts,Solo,Private Practice,456,0,
CLN_23764,2024-01-08,Pediatrics,KY,None,Medium (11-50),Urgent Care Chain,8193,0,
CLN_23765,2025-04-06,Neurology,AZ,eClinicalWorks,Enterprise (200+),Private Practice,94998,0,
CLN_23766,2024-08-07,Cardiology,CT,Practice Fusion,Solo,Telehealth-Native,442,0,
CLN_23767,2025-02-01,Primary Care,GA,Allscripts,Solo,FQHC,73,0,
CLN_23768,2026-05-02,Neurology,UT,eClinicalWorks,Solo,FQHC,195,0,
CLN_23769,2025-04-09,Internal Medicine,AL,Practice Fusion,Small (2-10),Private Practice,3356,0,
CLN_23770,2025-03-19,Endocrinology,NY,Other,Small (2-10),Urgent Care Chain,1321,0,
CLN_23771,2025-10-28,Primary Care,LA,Athenahealth,Small (2-10),Urgent Care Chain,1804,0,
CLN_23772,2025-07-22,Gynecology,NY,Cerner,Solo,Hospital System,176,0,
CLN_23773,2025-08-06,Primary Care,TX,eClinicalWorks,Large (51-200),Hospital System,33906,0,
CLN_23774,2024-11-17,Primary Care,OH,Athenahealth,Solo,Private Practice,421,0,
CLN_23775,2024-10-17,Dermatology,MD,Cerner,Medium (11-50),Urgent Care Chain,9129,0,
CLN_23776,2025-04-25,Dermatology,NJ,Other,Small (2-10),Telehealth-Native,1091,0,
CLN_23777,2025-02-24,Pediatrics,MA,None,Small (2-10),Telehealth-Native,1878,0,
CLN_23778,2024-04-15,Neurology,MD,Epic,Medium (11-50),Hospital System,5524,0,
CLN_23779,2024-07-16,Primary Care,NJ,Cerner,Medium (11-50),Hospital System,995,0,
CLN_23780,2024-12-10,Neurology,IN,DrChrono,Medium (11-50),Telehealth-Native,5196,1,2025-09-09
CLN_23781,2026-02-06,Primary Care,WI,Practice Fusion,Solo,Private Practice,186,0,
CLN_23782,2024-08-27,Neurology,CT,eClinicalWorks,Small (2-10),Hospital System,1426,0,
CLN_23783,2025-01-12,Primary Care,WI,eClinicalWorks,Medium (11-50),Urgent Care Chain,7114,0,
CLN_23784,2024-03-15,Cardiology,MI,Cerner,Small (2-10),Telehealth-Native,1562,0,
CLN_23785,2024-01-10,Endocrinology,MO,Allscripts,Solo,Academic Medical Center,474,0,
CLN_23786,2024-06-03,Primary Care,NC,None,Small (2-10),Urgent Care Chain,2577,0,
CLN_23787,2025-01-23,Pediatrics,MD,Other,Small (2-10),Hospital System,841,0,
CLN_23788,2024-01-19,Neurology,NC,Epic,Solo,Telehealth-Native,129,0,
CLN_23789,2025-12-10,Neurology,VA,Allscripts,Small (2-10),Academic Medical Center,339,0,
CLN_23790,2025-03-10,Orthopedics,WA,Epic,Medium (11-50),FQHC,5223,0,
CLN_23791,2025-08-20,Urology,WA,Epic,Small (2-10),Telehealth-Native,830,0,
CLN_23792,2025-01-09,Primary Care,IN,eClinicalWorks,Small (2-10),FQHC,2409,0,
CLN_23793,2025-09-20,Psychiatry,NJ,Other,Solo,FQHC,382,0,
CLN_23794,2024-09-06,Oncology,IN,Epic,Solo,Multi-Specialty Group,839,0,
CLN_23795,2025-11-16,Endocrinology,KY,eClinicalWorks,Small (2-10),Hospital System,1266,0,
CLN_23796,2023-12-16,Pediatrics,CO,Cerner,Small (2-10),FQHC,638,0,
CLN_23797,2024-11-20,Primary Care,PA,Cerner,Solo,Urgent Care Chain,350,0,
CLN_23798,2025-12-08,Cardiology,VA,Other,Solo,Urgent Care Chain,87,0,
CLN_23799,2025-11-22,Oncology,OH,Cerner,Solo,FQHC,216,0,
CLN_23800,2024-07-24,Pediatrics,CT,eClinicalWorks,Small (2-10),Hospital System,429,0,
CLN_23801,2025-08-14,Primary Care,WI,Epic,Small (2-10),Urgent Care Chain,1150,0,
CLN_23802,2025-07-17,Cardiology,OK,DrChrono,Medium (11-50),Hospital System,12617,0,
CLN_23803,2024-01-20,Oncology,OH,eClinicalWorks,Medium (11-50),Private Practice,11997,0,
CLN_23804,2025-04-18,Pediatrics,UT,Cerner,Medium (11-50),FQHC,11633,0,
CLN_23805,2025-08-06,Psychiatry,NY,Epic,Large (51-200),Urgent Care Chain,22134,0,
CLN_23806,2025-04-30,Pediatrics,TX,eClinicalWorks,Solo,Hospital System,469,0,
CLN_23807,2025-12-10,Primary Care,NJ,Allscripts,Medium (11-50),Private Practice,9710,0,
CLN_23808,2024-07-13,Pediatrics,NJ,Practice Fusion,Small (2-10),Private Practice,1371,0,
CLN_23809,2025-07-31,Gynecology,NC,Athenahealth,Solo,Private Practice,428,0,
CLN_23810,2025-05-10,Pediatrics,FL,None,Small (2-10),Private Practice,3895,0,
CLN_23811,2025-11-21,Psychiatry,VA,Epic,Small (2-10),Telehealth-Native,1169,0,
CLN_23812,2023-12-26,Gynecology,CT,Allscripts,Small (2-10),Hospital System,1653,0,
CLN_23813,2024-07-06,Gynecology,WA,Athenahealth,Small (2-10),Private Practice,1118,0,
CLN_23814,2026-04-12,Gynecology,KY,Other,Solo,Academic Medical Center,72,0,
CLN_23815,2025-08-20,Psychiatry,OH,Athenahealth,Medium (11-50),Urgent Care Chain,3566,1,2025-11-25
CLN_23816,2024-09-03,Endocrinology,OH,Epic,Medium (11-50),Telehealth-Native,3169,0,
CLN_23817,2025-09-12,Primary Care,CT,Epic,Small (2-10),Private Practice,1411,0,
CLN_23818,2025-03-20,Gynecology,NJ,Other,Solo,Urgent Care Chain,699,0,
CLN_23819,2024-03-24,Cardiology,TX,None,Solo,Academic Medical Center,157,0,
CLN_23820,2024-12-12,Pediatrics,MN,Athenahealth,Solo,Hospital System,163,0,
CLN_23821,2026-01-17,Oncology,MO,Allscripts,Solo,Hospital System,168,0,
CLN_23822,2025-12-18,Pediatrics,VA,DrChrono,Solo,Urgent Care Chain,229,0,
CLN_23823,2025-09-30,Gynecology,NC,eClinicalWorks,Solo,Urgent Care Chain,161,0,
CLN_23824,2026-01-06,Primary Care,IL,Cerner,Small (2-10),Private Practice,445,0,
CLN_23825,2025-02-16,Gynecology,KY,Epic,Large (51-200),Private Practice,20220,0,
CLN_23826,2023-12-23,Internal Medicine,IN,Allscripts,Small (2-10),Academic Medical Center,1805,0,
CLN_23827,2024-04-21,Internal Medicine,AZ,None,Small (2-10),Academic Medical Center,2004,0,
CLN_23828,2025-01-23,Cardiology,NJ,Athenahealth,Solo,Academic Medical Center,555,0,
CLN_23829,2024-01-31,Primary Care,SC,Allscripts,Solo,Private Practice,173,0,
CLN_23830,2024-11-18,Pediatrics,UT,eClinicalWorks,Small (2-10),Academic Medical Center,1320,0,
CLN_23831,2025-11-15,Primary Care,GA,Other,Solo,Telehealth-Native,287,0,
CLN_23832,2025-10-21,Primary Care,MD,DrChrono,Small (2-10),Urgent Care Chain,2003,0,
CLN_23833,2024-08-14,Urology,TX,Epic,Solo,Academic Medical Center,217,0,
CLN_23834,2026-04-19,Pediatrics,MO,Epic,Medium (11-50),Urgent Care Chain,5483,0,
CLN_23835,2025-03-19,Primary Care,WI,Other,Small (2-10),FQHC,542,0,
CLN_23836,2026-01-19,Internal Medicine,OR,eClinicalWorks,Small (2-10),Urgent Care Chain,1230,0,
CLN_23837,2025-12-04,Cardiology,IL,Epic,Solo,Telehealth-Native,157,0,
CLN_23838,2026-03-28,Primary Care,KY,DrChrono,Solo,FQHC,217,0,
CLN_23839,2025-01-29,Orthopedics,NY,Cerner,Solo,Urgent Care Chain,219,0,
CLN_23840,2024-08-01,Primary Care,MA,Other,Solo,Urgent Care Chain,504,0,
CLN_23841,2026-04-09,Psychiatry,FL,Epic,Medium (11-50),Urgent Care Chain,5844,0,
CLN_23842,2024-11-09,Orthopedics,NJ,Epic,Small (2-10),Urgent Care Chain,696,0,
CLN_23843,2024-05-12,Primary Care,PA,Other,Enterprise (200+),Multi-Specialty Group,168974,1,2024-12-28
CLN_23844,2024-01-18,Gynecology,CT,Cerner,Medium (11-50),FQHC,5157,0,
CLN_23845,2025-04-16,Pediatrics,GA,Cerner,Solo,Telehealth-Native,317,0,
CLN_23846,2026-04-21,Internal Medicine,MN,Practice Fusion,Small (2-10),Multi-Specialty Group,1478,0,
CLN_23847,2025-12-29,Cardiology,AL,None,Large (51-200),Hospital System,40339,0,
CLN_23848,2024-09-23,Dermatology,CT,Other,Small (2-10),Private Practice,1627,0,
CLN_23849,2025-09-29,Primary Care,AL,Other,Solo,Multi-Specialty Group,273,0,
CLN_23850,2025-09-18,Psychiatry,FL,Cerner,Large (51-200),Hospital System,36732,1,2025-12-04
CLN_23851,2024-08-06,Primary Care,FL,Epic,Solo,FQHC,810,0,
CLN_23852,2025-01-04,Primary Care,SC,DrChrono,Medium (11-50),Multi-Specialty Group,7575,0,
CLN_23853,2024-04-29,Primary Care,AL,Cerner,Small (2-10),Urgent Care Chain,1974,1,2024-08-11
CLN_23854,2025-08-09,Primary Care,MO,Athenahealth,Small (2-10),FQHC,493,0,
CLN_23855,2025-07-24,Orthopedics,MD,Athenahealth,Solo,Academic Medical Center,749,0,
CLN_23856,2025-07-09,Primary Care,LA,Epic,Large (51-200),Academic Medical Center,16682,0,
CLN_23857,2024-11-23,Neurology,SC,Athenahealth,Medium (11-50),Telehealth-Native,3504,0,
CLN_23858,2024-08-19,Primary Care,OR,Epic,Medium (11-50),Multi-Specialty Group,10558,1,2025-05-02
CLN_23859,2025-03-12,Pediatrics,WA,DrChrono,Small (2-10),Private Practice,1096,0,
CLN_23860,2024-06-22,Internal Medicine,MO,Cerner,Medium (11-50),FQHC,6039,0,
CLN_23861,2024-05-13,Primary Care,MA,Allscripts,Solo,Telehealth-Native,142,0,
CLN_23862,2024-08-25,Psychiatry,MA,None,Small (2-10),Multi-Specialty Group,517,0,
CLN_23863,2025-01-06,Pediatrics,KY,Epic,Small (2-10),Hospital System,471,1,2025-07-24
CLN_23864,2024-07-12,Urology,MD,Epic,Small (2-10),Private Practice,1530,0,
CLN_23865,2025-03-07,Cardiology,NJ,Epic,Small (2-10),Academic Medical Center,1607,0,
CLN_23866,2025-06-22,Neurology,OH,eClinicalWorks,Small (2-10),Multi-Specialty Group,1659,0,
CLN_23867,2024-11-28,Cardiology,CA,Practice Fusion,Small (2-10),Academic Medical Center,721,0,
CLN_23868,2026-03-24,Urology,GA,Epic,Enterprise (200+),Multi-Specialty Group,159558,0,
CLN_23869,2025-06-14,Primary Care,KY,None,Solo,FQHC,286,0,
CLN_23870,2025-11-05,Internal Medicine,IN,Epic,Enterprise (200+),Academic Medical Center,205971,1,2026-08-14
CLN_23871,2025-08-06,Cardiology,AL,Other,Small (2-10),Multi-Specialty Group,1497,0,
CLN_23872,2024-11-03,Psychiatry,TN,Epic,Medium (11-50),Hospital System,4600,0,
CLN_23873,2026-03-24,Primary Care,AL,Athenahealth,Solo,Hospital System,331,0,
CLN_23874,2025-01-07,Pediatrics,PA,DrChrono,Small (2-10),Urgent Care Chain,1101,0,
CLN_23875,2025-04-28,Cardiology,MO,Athenahealth,Small (2-10),Multi-Specialty Group,437,0,
CLN_23876,2024-11-25,Internal Medicine,FL,eClinicalWorks,Large (51-200),Academic Medical Center,36056,0,
CLN_23877,2025-09-24,Primary Care,OH,Epic,Small (2-10),Private Practice,662,0,
CLN_23878,2025-06-02,Gynecology,CO,Cerner,Solo,Urgent Care Chain,390,0,
CLN_23879,2024-08-26,Neurology,MA,Epic,Small (2-10),Urgent Care Chain,1115,0,
CLN_23880,2024-05-11,Primary Care,NJ,eClinicalWorks,Solo,Private Practice,165,0,
CLN_23881,2024-11-06,Primary Care,SC,Epic,Large (51-200),Telehealth-Native,69047,0,
CLN_23882,2025-07-14,Psychiatry,MI,None,Small (2-10),Telehealth-Native,317,0,
CLN_23883,2026-04-29,Primary Care,GA,Epic,Medium (11-50),Telehealth-Native,3375,0,
CLN_23884,2024-06-11,Cardiology,CT,Epic,Small (2-10),FQHC,734,0,
CLN_23885,2025-08-24,Orthopedics,MA,Epic,Large (51-200),Private Practice,20741,0,
CLN_23886,2025-05-03,Primary Care,MD,Epic,Solo,Urgent Care Chain,275,0,
CLN_23887,2024-04-23,Orthopedics,GA,Epic,Enterprise (200+),FQHC,65417,0,
CLN_23888,2025-01-29,Pediatrics,IL,Other,Medium (11-50),Academic Medical Center,3371,0,
CLN_23889,2024-04-10,Cardiology,VA,Practice Fusion,Small (2-10),Multi-Specialty Group,1045,0,
CLN_23890,2024-09-01,Dermatology,OH,Practice Fusion,Small (2-10),Private Practice,1976,0,
CLN_23891,2024-06-21,Endocrinology,AL,None,Medium (11-50),Urgent Care Chain,3600,0,
CLN_23892,2026-02-22,Neurology,NY,eClinicalWorks,Solo,Multi-Specialty Group,132,0,
CLN_23893,2024-11-17,Urology,CA,Epic,Small (2-10),FQHC,1798,0,
CLN_23894,2025-10-25,Neurology,PA,None,Medium (11-50),Hospital System,3834,0,
CLN_23895,2025-11-30,Cardiology,IL,Athenahealth,Solo,Private Practice,197,0,
CLN_23896,2025-05-17,Internal Medicine,AL,eClinicalWorks,Small (2-10),FQHC,1884,1,2025-10-14
CLN_23897,2026-01-26,Neurology,UT,eClinicalWorks,Solo,Private Practice,235,0,
CLN_23898,2023-12-20,Endocrinology,NC,Allscripts,Small (2-10),Urgent Care Chain,1021,0,
CLN_23899,2024-01-27,Endocrinology,FL,Cerner,Solo,Hospital System,137,0,
CLN_23900,2023-12-19,Psychiatry,PA,Allscripts,Small (2-10),Hospital System,644,0,
CLN_23901,2024-07-14,Gynecology,OK,eClinicalWorks,Medium (11-50),Urgent Care Chain,3633,0,
CLN_23902,2025-09-29,Urology,MI,DrChrono,Small (2-10),Private Practice,712,0,
CLN_23903,2025-08-05,Cardiology,KY,DrChrono,Medium (11-50),FQHC,2569,0,
CLN_23904,2024-06-10,Cardiology,TX,None,Small (2-10),Telehealth-Native,1918,0,
CLN_23905,2025-09-07,Endocrinology,IL,eClinicalWorks,Solo,Urgent Care Chain,145,0,
CLN_23906,2025-05-13,Pediatrics,MN,Epic,Small (2-10),Academic Medical Center,679,0,
CLN_23907,2024-02-07,Primary Care,FL,Epic,Medium (11-50),Academic Medical Center,3061,0,
CLN_23908,2024-02-16,Cardiology,GA,Cerner,Small (2-10),Urgent Care Chain,598,0,
CLN_23909,2025-01-25,Internal Medicine,GA,Cerner,Small (2-10),FQHC,1486,0,
CLN_23910,2024-12-06,Endocrinology,IL,Cerner,Solo,Multi-Specialty Group,528,0,
CLN_23911,2024-01-10,Cardiology,VA,DrChrono,Small (2-10),FQHC,4043,0,
CLN_23912,2025-09-27,Psychiatry,IL,Practice Fusion,Small (2-10),Urgent Care Chain,1374,0,
CLN_23913,2025-11-12,Gynecology,IL,Athenahealth,Large (51-200),Academic Medical Center,28126,0,
CLN_23914,2024-08-15,Psychiatry,NY,Cerner,Medium (11-50),Urgent Care Chain,3406,0,
CLN_23915,2025-08-20,Cardiology,MD,None,Medium (11-50),Hospital System,5965,0,
CLN_23916,2025-09-05,Primary Care,UT,Allscripts,Medium (11-50),Telehealth-Native,4106,0,
CLN_23917,2024-04-22,Cardiology,CA,Other,Medium (11-50),FQHC,4838,0,
CLN_23918,2024-12-20,Dermatology,MI,eClinicalWorks,Enterprise (200+),Hospital System,56361,0,
CLN_23919,2024-03-23,Pediatrics,NY,Epic,Solo,FQHC,560,0,
CLN_23920,2025-04-03,Pediatrics,FL,None,Medium (11-50),Multi-Specialty Group,14067,0,
CLN_23921,2025-04-26,Endocrinology,CO,Allscripts,Medium (11-50),FQHC,3906,0,
CLN_23922,2024-06-16,Cardiology,VA,Cerner,Medium (11-50),Hospital System,4260,0,
CLN_23923,2025-10-31,Internal Medicine,MD,Cerner,Small (2-10),Telehealth-Native,1303,0,
CLN_23924,2024-01-06,Primary Care,CO,Cerner,Large (51-200),Academic Medical Center,25911,1,2024-06-14
CLN_23925,2024-01-05,Orthopedics,MA,DrChrono,Solo,Multi-Specialty Group,394,0,
CLN_23926,2025-08-06,Psychiatry,KY,Allscripts,Solo,Private Practice,225,0,
CLN_23927,2025-04-23,Primary Care,UT,Epic,Medium (11-50),Hospital System,4069,0,
CLN_23928,2025-09-09,Psychiatry,WI,Epic,Solo,Hospital System,180,0,
CLN_23929,2024-04-28,Orthopedics,OR,Epic,Large (51-200),Telehealth-Native,34622,0,
CLN_23930,2026-04-08,Psychiatry,MI,Epic,Medium (11-50),Academic Medical Center,8075,0,
CLN_23931,2024-08-29,Gynecology,TN,Practice Fusion,Solo,Telehealth-Native,357,0,
CLN_23932,2025-05-31,Cardiology,SC,Epic,Medium (11-50),Hospital System,2372,0,
CLN_23933,2024-05-16,Pediatrics,SC,Cerner,Solo,Multi-Specialty Group,281,0,
CLN_23934,2024-12-28,Dermatology,SC,Other,Small (2-10),Urgent Care Chain,1782,0,
CLN_23935,2024-02-03,Primary Care,OK,eClinicalWorks,Small (2-10),Academic Medical Center,830,0,
CLN_23936,2026-01-12,Cardiology,AZ,Athenahealth,Small (2-10),Telehealth-Native,3511,0,
CLN_23937,2025-02-01,Pediatrics,LA,Cerner,Large (51-200),Private Practice,62441,0,
CLN_23938,2024-02-11,Dermatology,KY,None,Small (2-10),Multi-Specialty Group,338,0,
CLN_23939,2026-02-14,Cardiology,CO,Epic,Solo,Academic Medical Center,389,0,
CLN_23940,2026-05-01,Psychiatry,OR,Other,Medium (11-50),Private Practice,3271,0,
CLN_23941,2026-03-11,Psychiatry,OR,Epic,Medium (11-50),Academic Medical Center,3335,1,2027-01-16
CLN_23942,2025-09-25,Primary Care,LA,None,Solo,Multi-Specialty Group,153,0,
CLN_23943,2025-09-04,Internal Medicine,CA,Epic,Solo,Telehealth-Native,223,0,
CLN_23944,2026-03-12,Endocrinology,MO,Epic,Solo,FQHC,277,0,
CLN_23945,2024-10-24,Dermatology,MO,eClinicalWorks,Medium (11-50),Telehealth-Native,8357,0,
CLN_23946,2025-10-08,Pediatrics,OH,Athenahealth,Medium (11-50),Urgent Care Chain,11460,0,
CLN_23947,2024-06-14,Primary Care,WA,Athenahealth,Medium (11-50),Hospital System,2668,0,
CLN_23948,2025-03-28,Pediatrics,SC,Cerner,Small (2-10),FQHC,1065,0,
CLN_23949,2024-09-09,Oncology,TX,eClinicalWorks,Medium (11-50),Urgent Care Chain,5809,0,
CLN_23950,2023-12-24,Psychiatry,MA,Allscripts,Large (51-200),Hospital System,6809,0,
CLN_23951,2024-09-12,Endocrinology,NY,Cerner,Small (2-10),Multi-Specialty Group,3535,0,
CLN_23952,2024-12-31,Neurology,VA,Athenahealth,Solo,Telehealth-Native,316,0,
CLN_23953,2025-10-05,Endocrinology,NY,Epic,Small (2-10),Academic Medical Center,1713,0,
CLN_23954,2026-02-19,Oncology,KY,Athenahealth,Large (51-200),FQHC,17555,0,
CLN_23955,2024-04-29,Psychiatry,WI,Athenahealth,Solo,Academic Medical Center,698,0,
CLN_23956,2024-04-03,Endocrinology,OR,Athenahealth,Solo,Telehealth-Native,246,0,
CLN_23957,2026-03-04,Psychiatry,UT,DrChrono,Medium (11-50),Academic Medical Center,1316,0,
CLN_23958,2024-12-04,Psychiatry,CT,Epic,Solo,FQHC,55,0,
CLN_23959,2025-08-06,Urology,NC,eClinicalWorks,Medium (11-50),Private Practice,5419,0,
CLN_23960,2024-01-08,Dermatology,AL,Athenahealth,Solo,Academic Medical Center,488,0,
CLN_23961,2026-04-07,Oncology,TX,eClinicalWorks,Medium (11-50),Private Practice,10177,0,
CLN_23962,2025-11-03,Cardiology,MI,Epic,Enterprise (200+),Urgent Care Chain,73747,0,
CLN_23963,2025-08-25,Pediatrics,CO,Epic,Medium (11-50),FQHC,6347,0,
CLN_23964,2025-05-21,Cardiology,GA,Allscripts,Medium (11-50),Urgent Care Chain,3085,0,
CLN_23965,2025-11-09,Endocrinology,NY,Practice Fusion,Large (51-200),Multi-Specialty Group,18976,0,
CLN_23966,2024-10-02,Endocrinology,CT,Cerner,Medium (11-50),Hospital System,5770,0,
CLN_23967,2025-05-23,Psychiatry,IL,None,Medium (11-50),Private Practice,8009,0,
CLN_23968,2025-03-18,Primary Care,IL,Athenahealth,Medium (11-50),Multi-Specialty Group,6375,0,
CLN_23969,2026-02-19,Urology,LA,Epic,Small (2-10),Urgent Care Chain,339,0,
CLN_23970,2025-07-23,Primary Care,NC,eClinicalWorks,Large (51-200),Private Practice,26737,0,
CLN_23971,2025-01-25,Primary Care,UT,Epic,Solo,Academic Medical Center,184,0,
CLN_23972,2024-02-18,Psychiatry,OH,Epic,Medium (11-50),Telehealth-Native,5928,1,2024-11-20
CLN_23973,2025-02-18,Dermatology,AZ,Epic,Solo,Multi-Specialty Group,168,0,
CLN_23974,2025-09-08,Orthopedics,NC,Cerner,Solo,Multi-Specialty Group,302,0,
CLN_23975,2025-05-30,Primary Care,MI,Allscripts,Small (2-10),Urgent Care Chain,873,0,
CLN_23976,2025-01-17,Dermatology,CO,Epic,Small (2-10),Urgent Care Chain,1152,0,
CLN_23977,2025-01-04,Psychiatry,CO,Epic,Small (2-10),Multi-Specialty Group,2361,0,
CLN_23978,2025-06-07,Gynecology,OR,Epic,Small (2-10),Urgent Care Chain,855,0,
CLN_23979,2024-12-22,Orthopedics,OR,Athenahealth,Large (51-200),Telehealth-Native,24327,0,
CLN_23980,2025-10-29,Orthopedics,OH,Practice Fusion,Large (51-200),FQHC,43177,0,
CLN_23981,2026-02-24,Pediatrics,MO,Other,Medium (11-50),Urgent Care Chain,5409,0,
CLN_23982,2026-03-05,Neurology,OH,Cerner,Small (2-10),Hospital System,1911,0,
CLN_23983,2026-01-03,Dermatology,MA,eClinicalWorks,Small (2-10),Telehealth-Native,1499,0,
CLN_23984,2024-07-23,Gynecology,WI,eClinicalWorks,Medium (11-50),Urgent Care Chain,13975,0,
CLN_23985,2024-12-27,Pediatrics,CT,eClinicalWorks,Solo,Academic Medical Center,424,0,
CLN_23986,2024-11-21,Primary Care,MO,Cerner,Solo,Academic Medical Center,288,0,
CLN_23987,2025-07-22,Urology,PA,Epic,Small (2-10),Hospital System,4053,0,
CLN_23988,2025-08-05,Psychiatry,OR,Athenahealth,Small (2-10),Academic Medical Center,1008,0,
CLN_23989,2025-11-10,Neurology,IL,Epic,Medium (11-50),Hospital System,5435,0,
CLN_23990,2025-07-30,Gynecology,MI,Epic,Small (2-10),Academic Medical Center,1137,0,
CLN_23991,2024-09-02,Neurology,MN,Epic,Solo,Multi-Specialty Group,307,0,
CLN_23992,2025-08-21,Urology,MA,Practice Fusion,Small (2-10),Telehealth-Native,841,0,
CLN_23993,2024-01-24,Primary Care,NC,Practice Fusion,Solo,FQHC,334,0,
CLN_23994,2025-10-15,Pediatrics,PA,Other,Small (2-10),FQHC,1816,0,
CLN_23995,2026-03-09,Primary Care,WI,eClinicalWorks,Large (51-200),Private Practice,23514,0,
CLN_23996,2024-11-20,Dermatology,SC,Practice Fusion,Medium (11-50),Multi-Specialty Group,7241,0,
CLN_23997,2025-12-21,Cardiology,TX,Practice Fusion,Small (2-10),Multi-Specialty Group,382,0,
CLN_23998,2024-02-16,Urology,NC,Practice Fusion,Solo,Hospital System,198,0,
CLN_23999,2025-11-28,Primary Care,GA,Epic,Solo,FQHC,272,0,
CLN_24000,2024-09-09,Primary Care,SC,Epic,Large (51-200),Urgent Care Chain,38553,0,
CLN_24001,2026-04-21,Primary Care,FL,Allscripts,Medium (11-50),Academic Medical Center,8133,0,
CLN_24002,2025-05-05,Neurology,NJ,eClinicalWorks,Large (51-200),Hospital System,12443,1,2025-07-08
CLN_24003,2024-09-03,Primary Care,NC,Cerner,Small (2-10),Hospital System,1607,0,
CLN_24004,2024-05-21,Urology,CO,Epic,Solo,Hospital System,187,0,
CLN_24005,2025-04-29,Primary Care,IL,eClinicalWorks,Small (2-10),Urgent Care Chain,1343,0,
CLN_24006,2024-07-20,Primary Care,TX,Cerner,Medium (11-50),Academic Medical Center,2451,0,
CLN_24007,2026-03-06,Pediatrics,NJ,Epic,Small (2-10),Urgent Care Chain,1383,0,
CLN_24008,2026-04-13,Psychiatry,TN,Epic,Medium (11-50),Urgent Care Chain,6997,1,2026-08-11
